City,Time(IST),Name,Area,Price,Capacity,Booked,Language,Format
Kozhikode,20:00,PalaxiCinemasHiLITEMALLKozhikode,Recliner,₹450,23,0,English,3D
Kozhikode,20:00,PalaxiCinemasHiLITEMALLKozhikode,Premium,₹220,88,0,English,3D
Kozhikode,20:00,PalaxiCinemasHiLITEMALLKozhikode,Executive,₹170,17,0,English,3D
Kozhikode,20:00,PalaxiCinemasHiLITEMALLKozhikode,Lounger,₹250,14,0,English,3D
Ernakulam,10:00,PVRForumMallNH47Kochi,Classic,₹170,14,0,English,3D
Ernakulam,10:00,PVRForumMallNH47Kochi,Elite,₹190,125,23,English,3D
Ernakulam,10:00,PVRForumMallNH47Kochi,Recliner,₹330,8,6,English,3D
Trivandrum,11:20,PVRLULULuluInternationalShoppingMallTrivandrum,Classic,₹180,60,12,English,3D
Trivandrum,11:20,PVRLULULuluInternationalShoppingMallTrivandrum,Prime,₹240,39,17,English,3D
Trivandrum,11:20,PVRLULULuluInternationalShoppingMallTrivandrum,Recliner,₹430,8,6,English,3D
Ernakulam,11:40,PVRLuluLuluInternationalShoppingMallKochi,Classic,₹330,116,81,English,4DX3D
Ernakulam,12:15,PVROberonMosqueRoadKochi,Classic,₹165,36,0,English,3D
Ernakulam,12:15,PVROberonMosqueRoadKochi,ClassicPlus,₹165,141,50,English,3D
Ernakulam,13:00,PVRForumMallNH47Kochi,Luxe,₹430,16,0,English,3D
Ernakulam,13:00,PVRForumMallNH47Kochi,LuxePrime,₹530,42,16,English,3D
Thrissur,14:05,INOXSobhaCityMallPuzhakkalThrissur,Executive,₹140,26,4,English,3D
Thrissur,14:05,INOXSobhaCityMallPuzhakkalThrissur,Club,₹170,155,6,English,3D
Thrissur,14:05,INOXSobhaCityMallPuzhakkalThrissur,Royal,₹200,32,19,English,3D
Thrissur,14:05,INOXSobhaCityMallPuzhakkalThrissur,RoyalRecliner,₹300,10,4,English,3D
Kozhikode,15:00,CinepolisGokulamGalleriaMallArayidathupalamKozhikode,Normal,₹200,38,4,English,3D
Kozhikode,15:00,CinepolisGokulamGalleriaMallArayidathupalamKozhikode,Executive,₹220,65,6,English,3D
Kozhikode,15:00,CinepolisGokulamGalleriaMallArayidathupalamKozhikode,Premium,₹240,56,7,English,3D
Trivandrum,16:15,PVRLULULuluInternationalShoppingMallTrivandrum,Classic,₹180,105,13,English,3D
Trivandrum,16:15,PVRLULULuluInternationalShoppingMallTrivandrum,Prime,₹200,76,11,English,3D
Trivandrum,16:15,PVRLULULuluInternationalShoppingMallTrivandrum,Recliner,₹380,9,4,English,3D
Ernakulam,16:55,CinepolisCentreSquareMallErnakulamKochi,Normal,₹170,19,4,English,3D
Ernakulam,16:55,CinepolisCentreSquareMallErnakulamKochi,Executive,₹190,43,11,English,3D
Ernakulam,16:55,CinepolisCentreSquareMallErnakulamKochi,Premium,₹200,44,20,English,3D
Ernakulam,17:30,PVROberonMosqueRoadKochi,Classic,₹165,36,0,English,3D
Ernakulam,17:30,PVROberonMosqueRoadKochi,ClassicPlus,₹165,141,35,English,3D
Kozhikode,17:40,CinepolisGokulamGalleriaMallArayidathupalamKozhikode,Normal,₹200,38,4,English,3D
Kozhikode,17:40,CinepolisGokulamGalleriaMallArayidathupalamKozhikode,Executive,₹220,65,5,English,3D
Kozhikode,17:40,CinepolisGokulamGalleriaMallArayidathupalamKozhikode,Premium,₹240,56,2,English,3D
Trivandrum,18:50,PVRLULULuluInternationalShoppingMallTrivandrum,Classic,₹180,105,3,English,3D
Trivandrum,18:50,PVRLULULuluInternationalShoppingMallTrivandrum,Prime,₹200,76,5,English,3D
Trivandrum,18:50,PVRLULULuluInternationalShoppingMallTrivandrum,Recliner,₹330,9,2,English,3D
Trivandrum,19:15,PVRLULULuluInternationalShoppingMallTrivandrum,Classic,₹450,48,16,English,4DX3D
Trivandrum,19:15,PVRLULULuluInternationalShoppingMallTrivandrum,Prime,₹500,32,28,English,4DX3D
Thrissur,19:20,INOXSobhaCityMallPuzhakkalThrissur,Executive,₹140,26,4,English,3D
Thrissur,19:20,INOXSobhaCityMallPuzhakkalThrissur,Club,₹170,155,2,English,3D
Thrissur,19:20,INOXSobhaCityMallPuzhakkalThrissur,Royal,₹200,32,16,English,3D
Thrissur,19:20,INOXSobhaCityMallPuzhakkalThrissur,RoyalRecliner,₹300,10,6,English,3D
Ernakulam,20:20,PVRLuluLuluInternationalShoppingMallKochi,Classic,₹430,116,92,English,4DX3D
Ernakulam,22:10,PVRForumMallNH47Kochi,Classic,₹170,14,0,English,3D
Ernakulam,22:10,PVRForumMallNH47Kochi,Elite,₹190,125,36,English,3D
Ernakulam,22:10,PVRForumMallNH47Kochi,Recliner,₹330,8,2,English,3D
